Repository,Category,Subcat,Standard,Stars,Forks,Description,URL,License,Language,Top Contributors,Contributors,Created,Updated,Last Commit,Downloads,Topics
ehrbase/openEHR_SDK,Interoperability,Client SDKs,openEHR,60,31,A SDK to facilitate the development of openEHR applications,https://github.com/ehrbase/openEHR_SDK,Other,Java,"stefanspiska, dependabot[bot], vmueller-vg",31,2019-10-08,2025-10-03,2025-10-03,0,openehr
fedbiomed/fedbiomed,Model Development,Modelling & Training,,60,10,A collaborative learning framework for empowering biomedical research,https://github.com/fedbiomed/fedbiomed,Other,Python,"mvesin, srcansiz, ybouilla",21,2023-05-30,2025-10-01,2025-09-11,0,"ai, analytics, biomedical, clinical, collaborative"
fernandojsg/hl7-dictionary,Interoperability,Data Models & Validation,HL7v2,59,17,HL7 Dictionary in javascript,https://github.com/fernandojsg/hl7-dictionary,MIT License,JavaScript,fernandojsg,1,2015-09-05,2025-08-21,2015-09-05,0,
rbren/fhir-swagger,Archived,,,58,32,Generate Swagger from a FHIR conformance profile,https://github.com/rbren/fhir-swagger,MIT License,JavaScript,"rbren, graffam, alexluft",4,2015-07-22,2025-09-06,2022-06-28,0,
MatthewVita/node-hl7-complete,Archived,,,58,12,Node module that is bridged with the Java Hapi HL7 library.,https://github.com/MatthewVita/node-hl7-complete,Unknown,JavaScript,"MatthewVita, privateOmega, CragVFX",4,2016-07-09,2025-06-21,2021-09-11,0,"hapi, healthcare, hit, hl7, hl7-builder"
Kailona/ehr,Infrastructure,EHR,,59,11,Private Electronic Health Records in Nextcloud,https://github.com/Kailona/ehr,GNU Affero General Public License v3.0,JavaScript,"nextcloud-bot, ayselafsar, dependabot[bot]",7,2020-11-12,2025-10-03,2025-10-03,5671,
openmrs/openmrs-esm-patient-chart,Infrastructure,EHR,,58,302,This repo houses all EMR patient chart components for OpenMRS v3,https://github.com/openmrs/openmrs-esm-patient-chart,Other,TypeScript,"denniskigen, donaldkibet, openmrs-bot",100,2019-10-08,2025-10-03,2025-10-03,0,"fhir, healthcare, microfrontend, openmrs, react"
dolphin-dev/OpenDolphin,Infrastructure,EHR,,57,22,Open Source EHR Application,https://github.com/dolphin-dev/OpenDolphin,Other,Java,"dolphin-dev, mbot-dev, MasudaNaika",3,2014-02-02,2025-10-01,2018-10-23,0,
srdc/cda2fhir,Interoperability,Converters & Transformers,"FHIR, HL7 CDA",57,47,CDA to FHIR Transformer Library,https://github.com/srdc/cda2fhir,Apache License 2.0,Java,"necipfazil, msfyuksel, tahsinkose",6,2016-09-09,2025-08-13,2019-01-03,0,
bonfhir/bonfhir,App Development,Framework,FHIR,57,15,A collection of projects and libraries to help implement FHIR-based products and solutions.,https://github.com/bonfhir/bonfhir,Apache License 2.0,TypeScript,"julienblin, github-actions[bot], opiation",12,2023-04-28,2025-09-25,2025-09-18,0,"fhir, typescript"
Lorex/FHIR-Universal-Conversion-Kit,Interoperability,Converters & Transformers,FHIR,57,11,FHIR Universal Conversion Kit (F.U.C.K.) is a conversion kit that can convert albitary data to HL7 F...,https://github.com/Lorex/FHIR-Universal-Conversion-Kit,Other,JavaScript,"Lorex, luckypig3400, LorexYang",3,2021-09-16,2025-08-27,2025-05-04,0,
ropensci-archive/cleanEHR,Archived,,,56,23,:warning: ARCHIVED :warning: Essential tools and utility functions to facilitate the data processing...,https://github.com/ropensci-archive/cleanEHR,GNU General Public License v3.0,R,"sinanshi, dpshelio, maelle",8,2016-01-27,2025-07-24,2022-08-23,0,"big-data, critical-care, electronic-health-record, healthcare, intensive-care"
edenlabllc/rmk,Infrastructure,Tooling,FHIR,56,1,RMK CLI - Reduced Management for Kubernetes by Edenlab LLC.,https://github.com/edenlabllc/rmk,Apache License 2.0,Go,"apanasiuk-el, anovikov-el, ci-cd-fhir-user",3,2024-05-28,2025-09-19,2025-09-19,61,"ci-cd, cicd, cli, containers, deployment"
the-momentum/healthstack,Infrastructure,Templates / Starters,FHIR,56,1,🏛️ Build Compliant Infrastructure on AWS,https://github.com/the-momentum/healthstack,MIT License,HCL,"kczpl, psobusiak",2,2024-10-03,2025-09-29,2025-08-20,0,"aws, fhir, healthtech, terraform"
node-on-fhir/meteor-on-fhir,Archived,,,55,15,Meteor using Fast Healthcare Interoperability Resources (FHIR),https://github.com/clinical-meteor/meteor-on-fhir,GNU Affero General Public License v3.0,Objective-C,"awatson1978, gameltzer, christieewen",5,2018-03-09,2025-07-06,2019-09-24,125,
Alvearie/keycloak-extensions-for-fhir,Infrastructure,Auth & Proxy,FHIR,55,21,Keycloak extensions for FHIR,https://github.com/Alvearie/keycloak-extensions-for-fhir,Apache License 2.0,Java,"lmsurpre, dependabot[bot], dandalavinod",6,2021-02-09,2025-07-22,2023-01-09,0,
google/fhir-app-examples,App Development,Templates / Starters,,55,27,Contains examples of how Open Health Stack components can be used together as the foundation for FHI...,https://github.com/google/fhir-app-examples,Apache License 2.0,Kotlin,"divyaramnath-13, jingtang10, omarismail94",10,2022-06-07,2025-07-15,2023-12-01,0,
google/fhir-dbt-analytics,Infrastructure,Analytics,FHIR,55,8,Data quality analytics for FHIR exported to BigQuery.,https://github.com/google/fhir-dbt-analytics,Apache License 2.0,Shell,"gabbyes, jakubadamek, danygammall",7,2022-11-30,2025-09-24,2024-12-10,0,"bigquery, dbt, fhir"
flexpa/mcp-fhir,HAI engineering,Agents & MCP Server,FHIR,55,9,A Model Context Protocol implementation for FHIR,https://github.com/flexpa/mcp-fhir,MIT License,JavaScript,jdjkelly,1,2024-12-18,2025-10-01,2024-12-19,0,"fhir, model-context-protocol, mpc"
arkhn/pyrog,Archived,,,54,6,Standardization tool for healthcare data,https://github.com/arkhn-oss/pyrog,GNU General Public License v3.0,TypeScript,"alexisthual, Jasopaum, simonvadee",18,2018-10-23,2025-09-12,2021-10-28,0,"fhir, interoperability, react, redux, typescript"
aws-samples/amazon-comprehend-medical-fhir-integration,Archived,,,54,22,Workshop demonstrating the use of Amazon Comprehend Medical to extract clinical entities from unstru...,https://github.com/aws-samples/amazon-comprehend-medical-fhir-integration,MIT No Attribution,Java,"jamesiri, mithun008, dependabot[bot]",5,2019-10-02,2025-02-05,2022-10-21,0,
Vermonster/fhir-kit-create-react,App Development,Templates / Starters,,54,18,A create-react-app template using the FHIRKit Client with an Express.js server.,https://github.com/Vermonster/fhir-kit-create-react,MIT License,JavaScript,"rserur, bkaney, firechicago",6,2018-05-21,2025-03-02,2020-11-03,0,
obi-ml-public/ehr_deidentification,Model repo,,,54,13,Robust de-identification of medical notes using transformer architectures,https://github.com/obi-ml-public/ehr_deidentification,MIT License,Python,"mxhm, prajwal967, matthewchung74",3,2022-02-11,2025-09-17,2022-06-27,0,"deidentification, medical-notes"
FirelyTeam/RonFHIR,Interoperability,Client SDKs,FHIR,53,13,R on FHIR,https://github.com/FirelyTeam/RonFHIR,Other,R,"slaverman, grahamegrieve, mharthoorn",4,2017-10-25,2025-09-06,2020-12-10,0,"fhir, r"
medkey-org/medkey,Infrastructure,EHR,,53,38,Medkey Hospital Information System main repository: Practice Management for Practicioners & Hospital...,https://github.com/medkey-org/medkey,GNU General Public License v3.0,PHP,"prohp, dgrudinin, dependabot[bot]",3,2018-12-30,2025-03-29,2020-04-28,0,"automation, clinical, dental, doctor-appointment-management, ehr"
smilecdr/FHIR.ts,Interoperability,Data Models & Validation,FHIR,53,13,TypeScript/JavaScript FHIR Library,https://github.com/smilecdr/FHIR.ts,Apache License 2.0,TypeScript,"AD1306, omarhoblos, TahaAttari",5,2020-08-04,2025-09-29,2025-03-06,0,"fhir, fhir-javascript, fhir-typescript"
uaanchorage/GSoC,References,,,53,15,"Alaska Project Ideas, mentored by the researchers and collaborators of University of Alaska and supported by open-source entities and enthusiasts in Alaska.",https://github.com/uaanchorage/GSoC,Apache License 2.0,,"pradeeban, ishaanxgupta, shivangvijay",3,2023-06-13,2025-09-26,2025-09-26,0,"alaska, arctic, biomedical-informatics, coastal-modelling, control-systems"
OHDSI/ETL-CDMBuilder,Infrastructure,Analytics,OMOP-CDM,53,32,ETL-CDMBuilder is a repo containing a .NET Core application to perform ETL to OMOP CDM for multiple databases,https://github.com/OHDSI/ETL-CDMBuilder,Apache License 2.0,C#,"ericaVoss, clairblacketer, anthonysena",6,2014-12-03,2025-04-25,2022-04-26,183,
nextgenhealthcare/fhir-example-channels,Interoperability,Templates / Starters,FHIR,52,37,Examples to help ignite your FHIR integration with NextGen Connect!,https://github.com/nextgenhealthcare/fhir-example-channels,Mozilla Public License 2.0,JavaScript,narupley,1,2018-06-07,2025-09-16,2022-06-28,0,"fhir, mirth, mirth-connect"
smart-on-fhir/fred,App Development,Visualization,FHIR,52,29,FRED - FHIR Resource Editor,https://github.com/smart-on-fhir/fred,Other,JavaScript,"gotdan, jmandel",2,2016-01-05,2025-09-01,2021-08-18,0,
aphp/Cohort360-FrontEnd,App Development,Interface,,52,10,"A web application to find patients, build cohorts and visualize health records",https://github.com/aphp/Cohort360-FrontEnd,Apache License 2.0,TypeScript,"Mehdi-BOUYAHIA, vmariot, ManelleG",15,2020-11-04,2025-10-03,2025-10-03,0,"clinical-data, cohort-analysis, cohort-data, cohort-selection, cohort-studies"
hapifhir/fhir-tutorial,References,,,51,18,,https://github.com/hapifhir/fhir-tutorial,Unknown,,"jamesagnew, dmuylwyk, omarhoblos",8,2020-03-09,2025-09-25,2022-05-30,0,
ironbridgecorp/hl7-standard,Interoperability,Data Models & Validation,HL7v2,51,16,"Simple, Lightweight HL7 module for tranforming, manipulating, or creating HL7 messages.",https://github.com/ironbridgecorp/hl7-standard,Apache License 2.0,JavaScript,"ironbridgecorp, H3RSKO",2,2019-08-28,2025-05-06,2022-05-11,0,
Cicatriiz/healthcare-mcp-public,HAI engineering,Agents & MCP Server,FHIR,51,18,"A Model Context Protocol server providing AI assistants with access to healthcare data tools, includ...",https://github.com/Cicatriiz/healthcare-mcp-public,MIT License,JavaScript,"Cicatriiz, openhands-agent, calclavia",5,2025-03-23,2025-10-03,2025-08-16,18,"ai, claude, claude-desktop, desktop-extensions, dicom"
LHNCBC/lforms-fhir-app,App Development,Templates / Starters,FHIR,50,29,A SMART on FHIR app that uses lforms widget to handle Questionnaire and QuestionnaireResponse,https://github.com/LHNCBC/lforms-fhir-app,Other,JavaScript,"plynchnlm, jcy1225, lhcye",6,2018-09-25,2025-08-05,2025-06-24,0,
google/kotlin-fhir,Interoperability,Data Models & Validation,FHIR,50,11,Kotlin FHIR is a lean and fast implementation of the HL7® FHIR® data model on Kotlin Multiplatform.,https://github.com/google/kotlin-fhir,Apache License 2.0,Kotlin,"jingtang10, ellykits, yigit",3,2025-01-11,2025-09-30,2025-09-19,0,"fhir, kotlin-multiplatform"
wso2/fhir-mcp-server,HAI engineering,Agents & MCP Server,FHIR,50,11,FHIR MCP Server – helping you expose any FHIR Server or API as a MCP Server.,https://github.com/wso2/fhir-mcp-server,Apache License 2.0,Python,"VimukthiRajapaksha, nirmal070125, joelsathi",5,2025-06-18,2025-10-03,2025-10-01,0,"fhir, healthcare, mcp, mcp-server, modelcontextprotocol"
smart-on-fhir/hapi,Infrastructure,Servers,FHIR,49,22,HAPI FHIR Server With Sample Patients,https://github.com/smart-on-fhir/hapi,Other,Dockerfile,"vlad-ignatov, bhinebaugh",2,2018-05-21,2025-06-28,2020-06-30,0,
amida-tech/hl7,Interoperability,Data Models & Validation,HL7v2,49,15,HL7 v2 parser/serializer in JavaScript,https://github.com/amida-tech/hl7,Apache License 2.0,JavaScript,"kachok, Manhydra, au2",4,2014-10-30,2024-12-30,2024-04-05,0,
gematik/api-ti-messenger,Interoperability,Gateways & Connectors,FHIR,49,11,"API specification for gematik's TI-Messenger - a messaging standard, which will enable healthcare pe...",https://github.com/gematik/api-ti-messenger,Apache License 2.0,HTML,"gem-lat, gem-uku, gem-cp",15,2021-08-23,2025-08-13,2025-08-13,0,"api, fhir, gematik, idp, matrix"
microsoft/fhir-loader,Infrastructure,Analytics,FHIR,49,41,Bulk FHIR Data Loader,https://github.com/microsoft/fhir-loader,MIT License,C#,"v-pbartley, daemel, mikaelweave",15,2021-03-05,2025-08-06,2025-04-02,0,
AI4HealthUOL/ECG-MIMIC,Model repo,,,49,8,Repository for the paper 'Prospects for AI-Enhanced ECG as a Unified Screening Tool for Cardiac and ...,https://github.com/AI4HealthUOL/ECG-MIMIC,MIT License,Python,juanlopezcode,1,2023-11-12,2025-08-30,2025-05-07,0,"cardiology, deep-learning, ecg-classification, healthcare, time-series-classification"
dermatologist/pyomop,Interoperability,Data Standards & Mapping,"OMOP-CDM, FHIR",49,9,"Python package for managing OHDSI clinical Data Models & Validation. Includes support for LLM based plain text queries, MCP server and FHIR import.",https://github.com/dermatologist/pyomop,GNU General Public License v3.0,Python,"dermatologist, dependabot[bot], github-actions[bot]",5,2020-05-02,2025-09-29,2025-09-29,25,"cdm, clinical-trials, datawarehouse, hacktoberfest, health-data-analysis"
spiros/chronological-map-phenotypes,Model repo,,,49,41,Machine-readable version of electronic health record phenotypes for Kuan V. and Denaxas S. et al.,https://github.com/spiros/chronological-map-phenotypes,MIT License,,"spiros, nels, tomlincr",3,2019-03-11,2025-07-08,2024-06-28,0,"electronic-health-record, epidemiology, health-informatics, icd-10, phenotype"
artifacthealth/hl7parser,Interoperability,Data Models & Validation,HL7v2,48,14,HL7 2.x parser and generator for JavaScript.,https://github.com/artifacthealth/hl7parser,Apache License 2.0,TypeScript,"meirgottlieb, jorinvo, richard-mihalovic",3,2015-10-08,2025-07-24,2018-03-28,0,
fhirpack/fhirpack,Model Development,Dataset Processing,FHIR,48,4,FHIR Python Analysis Client and Kit (FHIRPACK) is a general purpose FHIR client that simplifies the ...,https://github.com/fhirpack/fhirpack,Other,Python,"jdsalaro, trostalski, AlexanderDesmond",4,2022-06-04,2024-11-06,2023-07-06,0,"ehr, etl, fhir, fhir-client, healthcare"
RedoxEngine/redox-hl7-v2,Interoperability,Data Models & Validation,HL7v2,48,18,Redox's in-house HL7v2 parser/generator,https://github.com/RedoxEngine/redox-hl7-v2,Apache License 2.0,JavaScript,"nwhatt, x-aaron-moore",2,2018-09-03,2025-08-20,2025-08-20,0,"hl7-generating, hl7-parser, hl7v2, hl7v2-messages, hl7v2-schema"
AHRQ-CDS/AHRQ-CDS-Connect-Authoring-Tool,App Development,Profiling & Authoring,CQL,47,25,"The CDS Authoring Tool is part of the CDS Connect project https://cds.ahrq.gov/, sponsored by the Ag...",https://github.com/AHRQ-CDS/AHRQ-CDS-Connect-Authoring-Tool,Apache License 2.0,JavaScript,"jafeltra, cmoesel, noranda",16,2018-02-21,2025-06-05,2024-08-28,0,"cds, clinical-decision-support, clinical-quality-language, cql, fhir"
smart-on-fhir/fhir-viewer,App Development,Visualization,FHIR,47,15,In-browser viewer for FHIR resources,https://github.com/smart-on-fhir/fhir-viewer,Other,JavaScript,"vlad-ignatov, dependabot[bot], umar-gh",3,2017-05-29,2025-08-13,2025-02-13,0,
kind-lab/mimic-fhir,Model Development,Dataset Processing,FHIR,47,20,A version of MIMIC-IV in FHIR,https://github.com/kind-lab/mimic-fhir,MIT License,Jupyter Notebook,"alexmbennett2, alistairewj, piotrszul",6,2021-12-02,2025-09-21,2024-10-28,0,
HL7/fhir-shorthand,References,,,46,9,FHIR Shorthand,https://github.com/HL7/fhir-shorthand,Unknown,Batchfile,"markkramerus, cmoesel, jafeltra",10,2019-09-19,2025-08-06,2024-05-15,0,
FHIR/fhir-test-cases,References,,,46,44,Shared test cases across multiple FHIR reference implementations / validators,https://github.com/FHIR/fhir-test-cases,Apache License 2.0,HTML,"markiantorno, grahamegrieve, dotasek",37,2019-09-17,2025-10-02,2025-10-02,250,
USC-InfoLab/NeuroGNN,Model repo,,,47,5,"NeuroGNN is a state-of-the-art framework for precise seizure detection and classification from EEG data. It employs dynamic Graph Neural Networks (GNNs) to capture intricate spatial, temporal, semanti...",https://github.com/USC-InfoLab/NeuroGNN,MIT License,Jupyter Notebook,Arashhs,1,2023-05-22,2025-09-29,2024-08-07,0,"bioinformatics, brain, correlations, disease-prediction, dynamic-gnns"
canvas-medical/fhirstarter,App Development,Framework,FHIR,46,19,An ASGI FHIR API framework built on top of FastAPI and FHIR Resources,https://github.com/canvas-medical/fhirstarter,MIT License,Python,"csande, dependabot[bot], llob",3,2022-05-06,2025-09-27,2025-08-05,0,
OHDSI/Eunomia,References,,,46,11,An R package that facilitates access to a variety of OMOP CDM sample data sets.,https://github.com/OHDSI/Eunomia,Unknown,R,"fdefalco, ablack3, schuemie",10,2019-02-06,2025-07-30,2025-05-22,0,hades
the-momentum/apple-health-mcp-server,HAI engineering,Agents & MCP Server,iomt,46,8,MCP server for querying Apple Health data with natural language using DuckDB under the hood.,https://github.com/the-momentum/apple-health-mcp-server,MIT License,Python,"KaliszS, czajkub, bartmichalak",4,2025-07-02,2025-10-03,2025-10-02,0,"apple, apple-health, applehealth, health, healthcare"
EdiNation/OpenEDI-Specification,References,,,45,5,"The OpenEDI Specification defines a standard, language-agnostic, and format-agnostic interface to al...",https://github.com/EdiNation/OpenEDI-Specification,MIT License,,EdiNation,1,2021-11-29,2025-07-08,2022-12-14,0,"api, api-rest, eancom, edi, edifabric"
VectorInstitute/FL4Health,Model Development,Modelling & Training,,46,14,"A flexible, modular, and easy to use library to facilitate federated learning research and development in healthcare settings",https://github.com/VectorInstitute/FL4Health,Apache License 2.0,Python,"emersodb, sanaAyrml, jewelltaylor",12,2022-09-16,2025-09-30,2025-09-30,0,"deep-learning, distributed-learning, federated-learning, federated-learning-framework, healthcare"
